month,gpu,usage_percent,category,source_url
2026-05,NVIDIA GeForce GTX 1050 Ti,1.26,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce GTX 1050 Ti,1.21,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce GTX 1050 Ti,1.19,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce GTX 1050 Ti,1.16,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 4070 Laptop GPU,0.99,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 4070 Laptop GPU,1.01,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 4070 Laptop GPU,0.98,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 4070 Laptop GPU,0.94,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 4070 Laptop GPU,0.96,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 4070 Ti,1.01,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 4070 Ti,0.98,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 4070 Ti,0.95,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 4070 Ti,0.91,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 4070 Ti,0.92,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,AMD Radeon(TM) Graphics,2.37,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,AMD Radeon(TM) Graphics,0.90,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,AMD Radeon(TM) Graphics,0.91,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,AMD Radeon(TM) Graphics,0.94,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,AMD Radeon(TM) Graphics,0.92,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 3070 Ti,1.01,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 3070 Ti,0.97,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 3070 Ti,0.93,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 3070 Ti,0.93,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 3070 Ti,0.91,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce GTX 1660 Ti,0.94,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce GTX 1660 Ti,0.95,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce GTX 1660 Ti,0.91,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce GTX 1660 Ti,0.91,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce GTX 1660 Ti,0.87,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,AMD Radeon RX 6600,0.89,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,AMD Radeon RX 6600,0.90,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,AMD Radeon RX 6600,0.88,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,AMD Radeon RX 6600,0.85,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,AMD Radeon RX 6600,0.83,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,AMD Radeon RX 9060 XT,0.72,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,AMD Radeon RX 9060 XT,0.74,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
